ALDH1A1	ALDH1A1	NA
SLN	PLN	0.9986345705
SLC2A4	ESYT2	0.8695121951
PLA2G2A	PLA2G1B	0.9002359221
BGN	PLA2G1B	0.9251724675
PLAA	PLA2G1B	0.4716471857
SLC2A4	C1QTNF5	0.9829760077
PTPN6	IFNAR1	0.9999999952
SLC2A4	CCDC116	0.5715998572
PLA2R1	PLA2G2A	0.6344701696
PDGFRB	PLCG1	1
PECAM1	PLCG1	0.9999999946
PDGFRA	PLCG1	1
FGFR2	PLCG1	1
ZAP70	PLCG1	1
GNB2L1	PLCG1	1
SOS1	PLCG1	1
CD28	PLCG1	1
TYK2	IFNAR1	0.9999999952
ITK	PLCG1	0.9999999988
GTF2H1	PLCG1	0.0146823439
SRC	PLCG1	1
NTRK1	PLCG1	1
NTRK3	PLCG1	0.9356581218
WAS	PLCG1	1
SYN1	PLCG1	0.9997330223
SYK	PLCG1	1
MST1R	PLCG1	0.9991527328
PITPNA	PLCG1	0.9998756379
MAPK1	IFNAR1	0.0046637067
SLC2A4	FKBP10	0.7560483826
SHB	PLCG1	1
DDR1	PLCG1	0.9999997729
PTK2	PLCG1	1
IRS2	PLCG1	1
PTPRJ	PLCG1	0.9999972886
TUB	PLCG1	0.9999552553
SOS2	PLCG1	0.9999999992
DGKZ	PLCG1	0.9999697867
LCP2	PLCG1	1
FURIN	FLNC	1
GNB2L1	IFNAR1	0.9999999952
SH3BP2	PLCG1	0.9999999999
LAT	PLCG1	1
PLD2	PLCG1	1
KHDRBS1	PLCG1	1
PKN2	PLCG1	0.6746719032
PAK1	PLCG1	0.750312001
PICALM	PLCG1	0.1321832033
DAB1	PLCG1	0.9999999985
BAG3	PLCG1	0.7431892632
GAB1	PLCG1	1
STAT2	IFNAR1	0.9868773722
PRKD1	PLCG1	0.9999981901
AGAP2	PLCG1	0.6886346143
VAV3	PLCG1	0.9999873369
SNAP91	PLCG1	0.9513838889
GIT1	PLCG1	0.4339099473
USO1	PLCG1	0.0528963883
LAT2	PLCG1	0.9992961172
TNK1	PLCG1	0.7765311653
TRPM7	PLCG1	0.9831156401
-	PLCG1	1.97078742535527E-005
PRKACA	IFNAR1	0.4707145649
SOCS7	PLCG1	0.999999931
TRPC3	PLCG1	0.9999999991
SLC2A4	IDH2	0.8695121951
PLG	ENO1	0.8851585656
JUP	ZFYVE9	0.0072732683
NIT1	ZFYVE9	0.9852495309
ZBTB44	SMAD1	0.9982090601
TTF2	SMAD1	1
PHKG1	PHKG1	NA
CRKL	IFNAR1	0.9999999952
CTRC	PHKG1	0.3113541261
UBE2I	SNIP1	0.9998946054
PHKG1	PHKG2	0.6730475258
FAF1	SNIP1	0.7440151639
PIAS2	SNIP1	0.9998841353
HERC1	LAPTM5	0.9919863367
TDG	SMAD4	0.3096463819
TDG	SNIP1	0.999894288
PITX1	POU1F1	0.9619545658
NR1I2	POU1F1	0.9995190894
PRMT1	IFNAR1	0.0046637067
NR1I3	POU1F1	0.9997813552
ZMYM5	SNIP1	0.4625665119
SETDB1	SNIP1	0.9998946054
RNASE1	RNH1	0.7377561553
PLG	SERPINB6	0.9999967982
PROC	SERPINB6	0.9999967981
F2	SERPINB6	0.9999967982
PLAU	SERPINB6	0.9999967982
F10	SERPINB6	0.9999967982
MYOD1	SMAD4	0.0842548143
CANX	IFNGR1	0.7124646313
HIPK1	SNIP1	0.9619583503
PECAM1	JUP	0.9999999946
APC	JUP	0.1013486968
PTPRF	JUP	0.9999999277
CDH1	JUP	0.4813450219
DSC3	JUP	0.7821730601
PTPRJ	JUP	0.9999972886
CTNND1	JUP	0.9999999997
CDH5	JUP	0.9999999952
PKD1	JUP	0.999961757
IFNGR2	IFNGR1	0.9746888389
TCF7L2	JUP	0.1321832033
PTPRK	JUP	0.219231286
PKP2	JUP	0.0373079444
PTPN14	JUP	0.5978374192
BTRC	JUP	0.0010791966
AXIN1	JUP	0.002482819
SVEP1	SMAD9	0.9999736139
PLG	PLG	NA
SERPINE1	PLG	0.9997552451
PLAT	PLG	0.9999999987
IFNG	IFNGR1	0.7821380619
PAPPA	PLG	0.9999999491
PRNP	PLG	0.0139064219
KLK3	PLG	0.9999999785
MMP7	PLG	0.9999999885
SPARC	PLG	1
CLEC3B	PLG	0.9982090601
THBS1	PLG	1
PLAU	PLG	1
C7	PLG	0.9982090601
JAK1	IFNGR1	0.9999552553
F10	PLG	1
KNG1	PLG	1
SERPINF2	PLG	1
AMOT	PLG	0.7718236399
PLG	PCOLCE	0.9982090601
PLG	MEP1A	0.9999999995
LAMA3	PLG	0.9998576922
PLG	F2RL1	0.9999180563
SERPINI1	PLG	0.9852495309
CPB2	PLG	0.9982090601
DEK	TFAP2A	0.1452217424
SERPINB13	PLG	0.9999999529
SERPING1	PLG	0.9999999993
CHGA	PLG	0.9852495309
NGF	PLG	0.9995521277
TFPI2	PLG	0.9999736139
RUVBL1	PLG	0.9142810029
CDCP1	PLG	0.9251724874
PRPF40A	SMAD4	0.0024630407
PLAT	SERPINE1	0.9997552437
F2	SERPINE1	0.9997552451
INPPL1	FLNC	0.9999999846
CASP1	TFAP2A	0.9977534689
MMP3	SERPINE1	0.9997552451
PLAU	SERPINE1	0.9997552451
VTN	SERPINE1	0.8835496271
LRP2	SERPINE1	0.0979164719
LRP1B	SERPINE1	0.3238640747
MAPK1	PLAT	0.1204518781
SPARC	PLAT	0.9999999987
CLEC3B	PLAT	0.9982090587
PLAU	PLAT	0.9999999987
F10	PLAT	0.9999999987
YBX1	TFAP2A	0.9183035747
LAMA3	PLAT	0.9998576909
MAPK3	PLAT	0.1204518781
SERPINA5	PLAT	0.9999999987
PLAT	SERPINI1	0.9852495295
SERPING1	PLAT	0.999999998
PRPF40A	SNRNP70	0.3489721802
LRP1B	PLAT	0.5233388608
CKAP4	PLAT	0.7718236389
RB1	SERPINB2	0.8097185179
PLAU	SERPINB2	0.5233388615
RB1	TFAP2A	0.9977534758
IRF3	SERPINB2	0.8087117257
PLAU	PLAUR	0.3390346984
VTN	PLAUR	0.858408761
KNG1	PLAUR	0.3390346984
FAP	PLAUR	0.9499978686
MMP12	PLAUR	0.3635665489
LRP1B	PLAUR	0.2823119478
ARR3	PTAFR	0.9003405483
RGS4	PTAFR	0.886624216
PDGFRB	PDGFRB	NA
TP53	TFAP2A	0.9183035747
ITGB3	PDGFRB	1
PDGFRA	PDGFRB	1
EIF2AK2	PDGFRB	0.1738801654
PTPN11	PDGFRB	1
PTPN1	PDGFRB	0.9999999998
PDGFB	PDGFRB	0.9234637036
NCK1	PDGFRB	1
SHC1	PDGFRB	1
PTK2	PDGFRB	1
PTPRJ	PDGFRB	0.9999972886
CASP3	TFAP2A	0.9977534758
COPB1	PDGFRB	0.2327987986
SNX1	PDGFRB	0.9961366185
BAG1	PDGFRB	0.0528963883
GRB10	PDGFRB	0.9999999382
GRB14	PDGFRB	0.9999513298
COPA	PDGFRB	0.3091158227
S1PR1	PDGFRB	0.5132272504
NCK2	PDGFRB	1
SLC9A3R1	PDGFRB	1
PDAP1	PDGFRB	0.8725121593
CASP6	TFAP2A	0.9977534758
PTPN2	PDGFRB	0.9999990751
SNX2	PDGFRB	0.99984424
SNX4	PDGFRB	0.9999986149
PDGFD	PDGFRB	0.7765311653
PDGFA	PDGFA	NA
PDGFRA	PDGFA	0.5132272504
SPARC	PDGFA	0.9570383526
DUSP3	PDGFA	0.045991037
PDAP1	PDGFA	0.6489392097
PECAM1	PECAM1	NA
WWP1	TFAP2A	0.8312414338
ITGB3	PECAM1	0.9999999946
PTPN11	PECAM1	0.9999999946
PTPN6	PECAM1	0.9999999946
PRKCE	PECAM1	0.9999999946
SRC	PECAM1	0.9999999946
INPP5D	PECAM1	0.9999999946
PRPF40A	BAT3	1
PROC	PF4	0.9834811281
SRGN	PF4	0.2819923302
THBD	PF4	0.9832673137
WWP2	TFAP2A	0.8312414338
CXCR3	PF4	0.6742962662
LDLR	PF4	0.2693340803
PIR	SMAD9	0.9852495309
ITGB3	ITGB3	NA
PDGFRA	ITGB3	1
CD36	ITGB3	0.9999551425
TLN1	ITGB3	1
THBS1	ITGB3	0.1701206141
SRC	ITGB3	1
TGM2	ITGB3	0.0075954681
MAGI1	TFAP2A	0.0234557685
ITGAV	ITGB3	0.7581661975
P2RY2	ITGB3	0.9972811912
EPS8	ITGB3	0.9938116703
PTK2	ITGB3	1
PTK2B	ITGB3	1
DAB2	ITGB3	0.9323333541
ILK	ITGB3	0.9995530514
LRP5	SMAD9	0.999979918
DOK1	ITGB3	1
DAB1	ITGB3	0.9999999985
EP300	TFAP2A	0.9977534758
NUMB	ITGB3	0.999961757
PDPK1	ITGB3	0.8378933475
ITGA2B	ITGB3	0.986877377
ITGB3BP	ITGB3	0.2140416265
ANGPTL3	ITGB3	0.8725121593
TENC1	ITGB3	0.9972811912
PDGFRA	PDGFRA	NA
PTPN11	PDGFRA	1
PDGFB	PDGFRA	0.9234637036
ITGAV	PDGFRA	0.7581661975
ACHE	ACHE	NA
CITED2	TFAP2A	0.9974122811
SHB	PDGFRA	1
CAV1	PDGFRA	1
GRB14	PDGFRA	0.9999513298
CRKL	PDGFRA	1
SLC9A3R1	PDGFRA	1
SNX2	PDGFRA	0.99984424
SNX4	PDGFRA	0.9999986149
PDGFC	PDGFRA	0.6029959478
SNX6	PDGFRA	0.5595187713
THBS1	CD36	0.7964831021
LDLRAP1	TFAP2A	0.7051774665
SRC	CD36	0.9999551425
MATK	CD36	0.9999103998
ITGA2B	CD36	0.9868331081
MLL2	SMAD1	0.9990185158
MLL2	SMAD9	0.9990185158
-	SMAD9	5.10894614391184E-007
SF3B1	SMAD1	0.9999666867
GP1BA	GP5	0.6573722615
YWHAZ	GP5	0.9533692651
CITED4	TFAP2A	0.9873161309
GP1BA	GP9	0.521314514
GP1BA	SELP	0.9978247164
CD24	SELP	0.6671449224
SELPLG	SELP	0.6746700739
SELP	AP1M1	0.6655345164
SNX17	SELP	0.8393847397
SERPING1	SELP	0.9978247872
VTN	PVR	0.9746645469
DYNLT3	PVR	0.5573552679
AP1M2	PVR	0.969815196
EPN2	TFAP2A	0.0671732329
PVRL1	PVR	0.9057536396
PVRL3	PVR	0.9056237015
CD226	PVR	0.7792960303
SF3B1	SMAD9	0.9999666867
PARP1	PARP1	NA
PCNA	PARP1	0.3368233638
RXRA	PARP1	0.3368233638
RPS3A	PARP1	0.3863586809
TP53	PARP1	1
APOC1	APOA2	0.9630352279
XRCC1	PARP1	0.3368233245
SF3B1	SNIP1	0.9844217445
POLA1	PARP1	0.9971465348
PRKDC	PARP1	1
MYBL2	PARP1	0.2218216814
CPXM2	SMAD9	0.8785365854
ODZ3	SMAD4	0.8785365854
EXPH5	SMAD9	0.7718236399
BUB3	PARP1	0.6216025854
APOD	APOA2	0.8931515756
ZNF423	PARP1	0.6728678379
WRN	PARP1	1
NCOA6	PARP1	0.3368233638
APTX	PARP1	0.3297176483
CDKN2A	RPS7	0.2140019772
XRCC5	PARP1	0.972546182
PARP2	PARP1	0.6216025854
SWAP70	PARP1	0.9834793585
RBM14	PARP1	0.6216025854
SFRS12	PARP1	0.3368233638
APOF	APOA2	0.998634568
RFX1	SMAD4	0.9999995649
RFX1	SMAD1	0.9999995649
RFX1	SMAD9	0.9999995649
RAB3B	PIGR	0.5957022726
CCL5	PIGR	0.7821730599
AP1M1	PIGR	0.834477432
LEMD3	SMAD9	0.9997825942
PKD1	PKD2	0.998220825
DIAPH1	PKD2	0.8328425024
CD2AP	PKD2	0.9982590014
C4A	APOA2	0.9999909759
TNNI3	PKD2	0.9982479531
TRPC1	PKD2	0.7096497228
HAX1	PKD2	0.452725637
SSBP1	POLG	0.8547096262
CSNK1E	APC	0.5075630634
PRKACA	APC	1
PPP2R5A	APC	0.5472938583
KIFAP3	APC	0.7124646313
SIAH1	APC	0.7088348462
PLTP	APOA2	0.9999981383
BUB1	APC	0.5683098439
MAPRE1	APC	0.7977122719
AXIN1	APC	0.2339432463
RP1	APC	0.9630352304
AXIN2	APC	0.9814525898
ARHGEF4	APC	0.9986345706
DLGAP1	APC	0.5683098439
PRKCA	KCNE1	0.8725121593
KCNQ1	KCNE1	0.6008420743
APOA1BP	APOA2	0.998634568
KCNA4	KCNA2	0.9999996818
PTPRA	KCNA2	0.9999511707
KCNA2	ETV1	0.1321831823
KCNAB1	KCNA2	0.9975074144
KCNAB2	KCNA2	0.5978373241
PTK2B	KCNA2	0.9999998409
ZSCAN4	SMAD1	0.9852495309
KCNA5	KCNA2	0.9998754788
KCNA3	KCNA2	0.922480582
ZSCAN4	SMAD9	0.9852495309
MAP2K4	FLNC	0.2420050896
GPLD1	APOA4	0.9630351644
E4F1	SMAD9	0.4039101684
DLG2	KCNA4	0.9999998409
DLGAP1	KCNA4	0.9999963268
SNTG1	KCNA4	0.9922437184
RBP4	TTR	0.6537892703
LRP2	TTR	0.0650948802
APOA1	TTR	0.5075630634
PAPPA	PAPPA	NA
PRG2	PAPPA	0.4039101479
TNNI3	PAPPA	0.0796951059
ATN1	SIAH2	0.640249544
KIAA0226	SMAD9	0.8785365854
SECISBP2	SMAD9	0.7718236399
SYN1	PFN2	0.0302943619
ROCK1	PFN2	0.1604312719
VASP	PFN2	0.1440364104
DNM1	PFN2	0.0006504769
FHOD1	PFN2	0.6177492306
EVL	PFN2	0.0806662497
ARNT	SMAD9	0.0446464702
CALR	APOB	0.0557072558
ATF7IP	SMAD4	1
DNM2	PFN1	0.5448777945
ATF7IP	RRBP1	0.9593304724
WASF1	PFN1	0.5448777847
WASL	PFN1	0.5448777943
RHOQ	PFN1	0.0020803424
FMNL1	PFN1	0.212526448
XPO6	PFN1	0.1445451725
ENAH	PFN1	0.544861332
APBB1IP	PFN1	0.212526448
CANX	APOB	0.9999999384
WIPF2	PFN1	0.1445451725
ATF7IP	PSG3	0.9593304724
ATF7IP	KRT7	0.4039101684
CLU	PRNP	0.0178649317
L1CAM	PRNP	0.9994572029
CAV1	PRNP	0.0128367824
NCAM2	PRNP	0.6801625722
DNM1	PRNP	0.0128367824
APBB1	PRNP	0.0964121512
PPIB	APOB	0.3188170674
ADAM23	PRNP	0.6801625722
STIP1	PRNP	0.9945649039
SPARCL1	PRNP	0.4626152491
P4HB	PRNP	0.0030804198
CNTN1	PRNP	0.5960843755
OPCML	PRNP	0.6801625722
PVRL1	PRNP	0.0989904839
LSAMP	PRNP	0.6801625722
CLSTN1	PRNP	0.9729994035
MOG	PRNP	0.6801625722
HSPA5	APOB	0.624487219
ERI3	PRNP	0.6801625722
RB1	PHB	0.9938828334
RBL2	PHB	0.9938828334
E2F1	PHB	0.8990606527
TP53	PHB	0.8990610539
SMARCA2	PHB	0.9937961793
MAP3K10	PHB	0.8905624218
NCOR1	PHB	0.9938828334
HDAC1	PHB	0.9938828334
SMARCA4	PHB	0.9938828333
HSPA1A	APOB	0.3295915262
SIN3A	PHB	0.9938828334
ATF7IP	COL4A2	1
ZNF484	SMAD9	0.8785365854
INS	INS	NA
LRP2	INS	0.2716245633
IGFBP7	INS	0.0209307112
HLA-DQB1	INS	0.2115063378
SYTL4	INS	0.4848444452
HLA-DQA2	INS	0.310976264
TXNDC17	INS	0.1438513671
HSP90AA1	APOB	0.0557072558
PCNA	PCNA	NA
RPA1	PCNA	2.97369484616396E-006
PTMA	PCNA	1
XRCC1	PCNA	0.9999998834
FEN1	PCNA	0.9933434434
RFC2	PCNA	0.9610757659
SUB1	PCNA	0.9990230864
CDKN1C	PCNA	0.9252076551
MSH3	PCNA	0.9672875826
PRKDC	PCNA	0.6019804243
LIPC	APOB	0.998634509
HDAC1	PCNA	1
CHAF1A	PCNA	0.9995389115
ING1	PCNA	0.9799371837
CDC6	PCNA	0.9999999604
EP300	PCNA	1
DHX9	PCNA	0.9999999358
CDK6	PCNA	0.9973553515
HUS1	PCNA	0.9997510442
RAD9A	PCNA	0.9999018875
POLH	PCNA	0.4878150014
MTTP	APOB	0.927435833
WRN	PCNA	0.0314880303
MYBBP1A	PCNA	0.9996580371
MUTYH	PCNA	0.9126718041
GADD45B	PCNA	0.999860589
GADD45G	PCNA	0.9999959466
CCNO	PCNA	0.8977099342
APEX2	PCNA	0.1629693699
POLE	PCNA	0.9998906716
MSH6	PCNA	0.9966550018
POLB	PCNA	0.9252076551
SGCD	FLNC	0.9975075731
HSP90B1	APOB	0.0556434341
MCL1	PCNA	0.9999994508
ZNF587	SMAD9	0.8785365854
DNTT	PCNA	0.9852777467
XRCC5	PCNA	0.9999528171
POLL	PCNA	0.8097185179
DNTTIP2	PCNA	0.9989304528
POLD3	PCNA	0.9672875826
KCTD13	PCNA	0.2180832817
CHTF18	PCNA	0.8977099342
DSCC1	PCNA	0.8977099342
BGN	APOB	0.1105849688
POLD2	PCNA	0.9990230864
POLM	PCNA	0.6801626016
CHTF8	PCNA	0.9895391546
POLDIP2	PCNA	0.9610757659
PRLR	PRLR	NA
PTPN11	PRLR	0.9999999422
VAV2	PRLR	0.9999990577
TEC	PRLR	0.9999999422
YWHAZ	PRLR	0.1067084535
LRP2	APOB	0.0135593961
CISH	PRLR	0.9999992832
NEK3	PRLR	0.9888434374
SOCS3	PRLR	0.9999999422
SOCS2	PRLR	0.9999721669
YWHAG	PRLR	0.2813777985
PRL	PRLR	0.602995913
CSH1	PRLR	0.6886345745
PRDX4	PRDX1	0.5181876623
ARHGAP9	SMAD9	0.7718236399
MCHR1	PMCH	0.9274358901
APOA1	APOB	0.9999999384
MCHR2	PMCH	0.9630352304
GBA	PSAP	0.878531732
KLK3	SEMG1	0.1406635814
KLK3	SERPINA1	0.9999999785
SERPINA5	KLK3	0.9999999785
PZP	KLK3	0.9999967767
PKP2	SMAD9	0.9999656547
VTN	POMC	1
LDLR	APOB	0.9950245336
MEP1A	POMC	0.8835496271
MC2R	POMC	0.9986345706
MC5R	POMC	0.9999495985
HLA-DRB3	POMC	0.9274358901
PLK1	PSMA3	0.1615384625
PSMA1	PSMA3	0.7293382966
PSMA6	PSMA3	0.9600364456
XRN2	PSMA3	0.024793602
PLK1	PSMA5	0.6728678379
PELP1	SMAD9	0.2113541606
PDIA4	APOB	0.963035171
PSMB9	PSMB10	0.5618689457
PROS1	PROC	0.9999999528
F2	PROC	0.9999999999
THBD	PROC	0.9997825942
PROC	F5	0.9999997505
F8	PROC	0.9999995649
PROCR	PROC	0.7718236398
SERPINA5	PROC	0.9999999999
F2	AMBP	0.9934884575
GRN	SMAD9	0.5195159522
SEC61B	APOB	0.7977122228
TMEM57	SMAD9	0.8785365854
EIF2AK2	EIF2AK2	NA
EIF2AK2	TP53	0.9999998926
STAT1	EIF2AK2	0.1738801654
CASP3	EIF2AK2	0.0149960588
DNAJC3	EIF2AK2	0.9925893408
EIF2AK2	PPP2R5A	0.9992023716
CASP7	EIF2AK2	0.0149960588
CASP8	EIF2AK2	0.8361525205
METAP2	EIF2AK2	0.9057665583
HSPA8	APOB	0.624487219
RAC1	EIF2AK2	0.1738801654
MAP3K5	EIF2AK2	0.8361525205
ASH2L	SMAD9	0.9999888244
IKBKB	EIF2AK2	0.8361525205
TARBP2	EIF2AK2	0.8805155772
TIRAP	EIF2AK2	0.836152482
PTGES3	EIF2AK2	0.3045905671
PPP1CC	EIF2AK2	0.9999916112
PRKRIR	EIF2AK2	0.7283593687
SEC61A2	APOB	0.963035171
STRBP	EIF2AK2	0.7884256183
PRKRIP1	EIF2AK2	0.8534434965
PPP1CA	EIF2AK2	0.0149960588
SMAD9	SNRNP70	1
MAP2K1	MAP2K1	NA
MAPK1	MAP2K1	0.999999998
HRAS	MAP2K1	0.0367615237
MYC	MAP2K1	0.999999998
ARAF	MAP2K1	0.0023515018
GRB10	MAP2K1	0.027232433
ATN1	SLIT1	0.9966694564
RPS6KA2	MAP2K1	0.9252076533
MAPK3	MAP2K1	0.999999998
TRAF3	MAP2K1	0.0525115432
MAP2K1	CASP9	0.999999998
MAP3K4	MAP2K1	0.7624568265
PAK1	MAP2K1	0.0275826124
MAPKSP1	MAP2K1	0.9989304508
MAP2K1	RPS6KA4	0.9980295936
CPNE1	MAP2K1	0.0030804199
CPNE4	MAP2K1	0.0020947858
MYOT	FLNC	0.9975075731
LEPR	APOD	0.4682168381
PEBP1	MAP2K1	0.1243131179
TRIB1	MAP2K1	0.6165764068
PEBP4	MAP2K1	0.6801626003
MAPK8IP3	MAP2K1	0.7083592451
KSR2	MAP2K1	0.9895391526
MAP2K1	PARVA	0.1455487209
SMAD9	HEY1	0.989856088
EPHA2	PTPN11	1
PRKCA	PTPN11	1
PRKCB	PTPN11	1
APOE	APOE	NA
TNFRSF1A	PTPN11	0.3532411761
PTPN11	TEK	1
TIE1	PTPN11	0.9888434945
PTPN11	STAT1	1
SHC1	PTPN11	1
PTPN11	IL6ST	1
PTK2	PTPN11	1
IRS2	PTPN11	1
GHR	PTPN11	1
LEPR	PTPN11	0.9999551425
LRP1	APOE	0.9976313628
CAV1	PTPN11	1
CDH5	PTPN11	0.9999999952
PTPN11	PTK2B	1
PTPN11	STAT5A	1
CRKL	PTPN11	1
PTPN11	SPRY2	0.8921566078
PXN	PTPN11	1
PTPN11	HNRNPU	0.4343257896
LAIR1	PTPN11	0.9888434945
DAB1	PTPN11	0.9999999985
CTSB	APOE	0.4044737926
SLAMF1	PTPN11	0.9994432301
IRS4	PTPN11	0.9999997729
PTPN11	STAT5B	1
PTPN11	MPZL1	0.8725121593
SIGLEC7	PTPN11	0.8725121593
PTPN11	GAB1	1
ACTN4	PTPN11	0.9999999996
SIT1	PTPN11	0.9999722246
PTPN11	MVP	0.2823323082
PILRA	PTPN11	0.9888434945
MAP2	APOE	0.9976309035
PRKCH	PTPN11	0.9977208179
PAG1	PTPN11	1
PTPN11	GAB2	0.9999999996
SLAMF6	PTPN11	0.9975075731
SIGLEC11	PTPN11	0.9500663828
PTPN11	FRS2	1
FRS3	PTPN11	0.9998205466
BTLA	PTPN11	0.9628512586
GAB3	PTPN11	0.9999937972
INPP5D	PTPN11	1
APOE	MAPT	0.0730744287
C6orf25	PTPN11	0.9500663828
TREML1	PTPN11	0.9500663828
NEDD9	PTPN11	1
LILRB4	PTPN11	0.9888434945
SIGLEC12	PTPN11	0.9888434945
PSAP	SMAD9	0.9999944756
GRID2	PTPN4	0.3683062717
MAPK1	PTPN5	0.7585546373
MAPK3	PTPN5	0.7585546373
F2	PROS1	0.9999999529
NEFM	APOE	0.683556989
F5	PROS1	0.9999997034
F10	PROS1	0.9999999529
F8	PROS1	0.9999995178
TYRO3	PROS1	0.4597637002
TTC37	SMAD9	0.8785365854
TNC	PTPRB	0.9972798099
TEK	PTPRB	0.9999986149
CDH5	PTPRB	0.9999986101
CNTNAP1	PTPRB	0.974731103
CNTN1	PTPRB	0.9491161303
PLTP	APOE	0.9976295081
NRCAM	PTPRB	0.9972798099
MAGI3	PTPRB	0.9999979559
F11R	PTPRB	0.9990894206
PTPN6	PTPN6	NA
TYK2	PTPN6	1
ZAP70	PTPN6	1
PRKCD	PTPN6	1
SSTR2	PTPN6	0.9831156401
ABL1	PTPN6	1
PTPN6	SRC	1
PRNP	APOE	0.0735090153
TNFRSF1A	PTPN6	0.3532411761
SYK	PTPN6	1
IL6ST	PTPN6	1
GHR	PTPN6	1
CTNND1	PTPN6	0.9999999997
CAV1	PTPN6	1
NAGK	SMAD9	0.9989256652
LCP2	PTPN6	1
PTPN6	SIRPA	0.9992961172
KHDRBS1	PTPN6	1
VLDLR	APOE	0.8314337832
DOK1	PTPN6	1
SIL1	SMAD9	0.7718236399
IRS4	PTPN6	0.9999997729
STAT5B	PTPN6	1
BLNK	PTPN6	1
CLEC4A	PTPN6	0.7765311653
PILRA	PTPN6	0.9888434945
PAG1	PTPN6	1
PTPN6	GAB2	0.9999999996
SLAMF6	PTPN6	0.9975075731
MYOZ1	FLNC	0.4365732461
LRP2	APOE	0.8739203942
SIGLEC11	PTPN6	0.9500663828
BTLA	PTPN6	0.9628512586
PTPN6	CUZD1	0.7765311653
FCGR2B	PTPN6	0.9961366185
PTPN6	PILRB	0.9224807288
C6orf25	PTPN6	0.9500663828
TREML1	PTPN6	0.9500663828
LILRB2	PTPN6	0.9992961172
LILRB4	PTPN6	0.9888434945
SIGLEC12	PTPN6	0.9888434945
SCARB1	APOE	0.9976295081
CD300LF	PTPN6	0.9500663828
DNAJA3	SMAD9	0.1258816146
DKK1	SMAD9	0.8851585656
PTPN6	KLRB1	0.9500663828
PABPC4	SMAD9	0.6525894677
PLEC1	SMAD9	0.4044737926
SMAD4	PSMD11	0.9844545398
PTPN6	KLRA1	0.7765311653
SMAD4	DNAJB2	0.9934884575
PTPN6	PIK3R1	1
LRP8	APOE	0.8733541663
PTPN6	PTK2B	1
PTPRA	PTPRA	NA
PTPRM	PTPRA	0.6746390668
PRKCD	PTPRA	0.9999513298
PTPRF	PTPRA	0.9999512575
SRC	PTPRA	0.9999513298
PTPRS	PTPRA	0.2147510463
PTPRD	PTPRA	0.919607378
PTPRA	CALM1	0.0144024299
SMAD4	DCP1B	0.5233388615
LDLR	APOE	0.5298247267
TYK2	PTPN1	0.9999999998
PTPN1	MAPK1	0.0988648667
PTPN1	SRC	0.9999999998
NTRK1	PTPN1	0.9999999998
NTRK3	PTPN1	0.9356581216
RRAS2	PTPN1	0.0408949554
GLRX	PTPN1	0.468237842
NTRK2	PTPN1	0.9999999943
CAV1	PTPN1	0.9999999998
PIN1	PTPN1	0.0988648667
ATN1	TEP1	0.8718114243
PTPN1	STAT5A	0.9999999998
BCAR1	PTPN1	0.9999999998
CLK2	PTPN1	0.468237842
PTPN1	STAT5B	0.9999999998
GSK3B	PTPN1	0.2388277834
CLK1	PTPN1	0.0618815906
PTPN1	NFKBIA	0.0988648667
SMAD4	HMG20A	0.4039101684
SMAD4	XPO5	0.9989256652
DLG4	PTPRG	0.7765311653
ATN1	TRIP6	0.2809685899
GNB2L1	PTPRM	0.6746719032
CDH1	PTPRM	0.0311254003
CTNND1	PTPRM	0.674671903
PPFIBP1	PTPRM	0.4900676424
MAPK1	PTPN7	0.9005328667
MAPK14	PTPN7	0.9005328667
PRKACA	PTPN7	0.8601337512
MAPK3	PTPN7	0.9005328667
GIT1	PTPRZ1	0.3224772141
PKIA	PRKACB	0.9959783521
CSNK2A1	APEX1	0.9999991882
PKIB	PRKACB	0.9237303337
PRKAR2A	PRKAR2A	NA
RYR2	PRKAR2A	0.562126283
SCTR	PRKAR2A	0.4597637219
SEMG2	PRKAR2A	0.9943908766
PRKX	PRKAR2A	0.6780702236
AKAP14	PRKAR2A	0.6780702236
AKAP1	PRKAR2A	0.9834811282
CBFA2T3	PRKAR2A	0.4039101684
AKAP9	PRKAR2A	0.5218164241
GZMA	APEX1	0.8097178606
AKAP13	PRKAR2A	0.1631134637
AKAP5	PRKAR2A	0.1856740113
AKAP3	PRKAR2A	0.999979918
AKAP6	PRKAR2A	0.6780702236
AKAP8	PRKAR2A	0.3117310603
AKAP10	PRKAR2A	0.5233388615
AKAP11	PRKAR2A	0.4597637219
AKAP12	PRKAR2A	0.5957028023
NBEA	PRKAR2A	0.9934884575
RAB32	PRKAR2A	0.7718236399
HSPA1A	APEX1	0.040076845
AKAP2	PRKAR2A	0.8785365854
ARFGEF2	PRKAR2A	0.989856088
MYCBPAP	PRKAR2A	0.7718236399
AKAP7	PRKAR2A	0.7718236399
SMAD4	RPL28	0.9251724874
SMAD4	TCTA	0.8785365854
PRKAR1A	PRKAR1B	0.7977122719
AKAP1	PRKAR1B	0.9808652286
WRN	PRKAR1B	0.6216025854
PPP1R9A	PRKAR1B	0.4028358332
XRCC6	APEX1	0.7462618127
PRKAR2B	PRKAR2B	NA
AKAP4	PRKAR2B	0.9997892132
AKAP14	PRKAR2B	0.9958035538
AKAP1	PRKAR2B	0.8991781122
